Timestamp,Voltage (V),Current (A)
2025-04-14T21:35:34.239Z,1.75,1.98
2025-04-14T21:35:35.241Z,2.74,0.87
2025-04-14T21:35:36.270Z,3.42,1.88
2025-04-14T21:35:37.241Z,3.2,1.82
2025-04-14T21:35:38.242Z,3.05,1.34
2025-04-14T21:35:39.243Z,2.2,0.46
2025-04-14T21:35:40.243Z,4.03,0.2
2025-04-14T21:35:41.244Z,3.5,1.75
2025-04-14T21:35:42.244Z,3.62,1.42
2025-04-14T21:35:43.245Z,0.7,0.38
2025-04-14T21:35:44.246Z,1.42,1.15
2025-04-14T21:35:45.247Z,2.35,1.77
2025-04-14T21:35:46.248Z,2.34,0.67
2025-04-14T21:35:47.250Z,3.74,1.8
2025-04-14T21:35:48.250Z,3.9,0.96
2025-04-14T21:35:49.258Z,0.06,0.81
2025-04-14T21:35:50.250Z,0.43,0.72
2025-04-14T21:35:51.251Z,3.55,0.38
2025-04-14T21:35:52.252Z,4.75,0.2
2025-04-14T21:35:53.252Z,3.75,1.86
2025-04-14T21:35:54.253Z,1.97,1.05
2025-04-14T21:35:55.252Z,0.37,1.95
2025-04-14T21:35:56.254Z,2.83,0.95
2025-04-14T21:35:57.253Z,1.76,0.83
2025-04-14T21:35:58.254Z,0.82,0.27
2025-04-14T21:35:59.256Z,1.51,1.99
2025-04-14T21:36:00.255Z,3.05,1.51
2025-04-14T21:36:01.256Z,3.77,0.06
2025-04-14T21:36:02.257Z,2.9,1.95
2025-04-14T21:36:03.258Z,3.96,0.61
2025-04-14T21:36:04.258Z,2.31,1.25
2025-04-14T21:36:05.259Z,1.06,1.79
2025-04-14T21:36:06.260Z,4.7,0.24
2025-04-14T21:36:07.260Z,3.57,1.22
2025-04-14T21:36:08.261Z,0.53,0.73
2025-04-14T21:36:09.262Z,2.8,1.03
2025-04-14T21:36:10.263Z,0.83,1.34
2025-04-14T21:36:11.263Z,0.82,0.57
2025-04-14T21:36:12.264Z,0.63,0.41
2025-04-14T21:36:13.265Z,1.37,0.29
2025-04-14T21:36:14.265Z,1.87,1.86
2025-04-14T21:36:15.267Z,4.51,0.94
2025-04-14T21:36:16.277Z,1.22,0.3
2025-04-14T21:36:17.268Z,1.3,1.54
2025-04-14T21:36:18.269Z,0.06,0.19
2025-04-14T21:36:19.270Z,2.17,0.83
2025-04-14T21:36:20.270Z,1.39,1.13
2025-04-14T21:36:21.271Z,1.92,0.39
2025-04-14T21:36:22.271Z,1.44,0.68
2025-04-14T21:36:23.272Z,0.83,0.29
2025-04-14T21:36:24.272Z,3.65,0.05
2025-04-14T21:36:25.273Z,3.87,1.4
2025-04-14T21:36:26.275Z,2.87,1.97
2025-04-14T21:36:27.275Z,1.79,1.68
2025-04-14T21:36:28.275Z,3.63,1
2025-04-14T21:36:29.276Z,4.99,0.47
2025-04-14T21:36:30.277Z,0.01,0.88
2025-04-14T21:36:31.277Z,2.05,1.2
2025-04-14T21:36:32.278Z,2.44,1.72
2025-04-14T21:36:33.279Z,0.76,0.3
2025-04-14T21:36:34.279Z,3.19,1.69
2025-04-14T21:36:35.280Z,4.88,0.29
2025-04-14T21:36:36.281Z,1.52,1.32
2025-04-14T21:36:37.281Z,0.58,0.07
2025-04-14T21:36:38.282Z,1.81,1.62
2025-04-14T21:36:39.283Z,2.16,0.09
2025-04-14T21:36:40.283Z,2.45,1.48
2025-04-14T21:36:41.284Z,1.85,1.08
2025-04-14T21:36:42.285Z,3.13,0.67
2025-04-14T21:36:43.286Z,1.05,0.14
2025-04-14T21:36:44.288Z,1.54,1.35
2025-04-14T21:36:45.287Z,4.7,1.63
2025-04-14T21:36:46.289Z,4.79,1.58
2025-04-14T21:36:47.288Z,0.39,0.59
2025-04-14T21:36:48.289Z,4.45,1.23
2025-04-14T21:36:49.291Z,2.48,1.44
2025-04-14T21:36:50.291Z,1.77,1.37
2025-04-14T21:36:51.291Z,4.91,0.42
2025-04-14T21:36:52.292Z,4.98,1.77
2025-04-14T21:36:53.293Z,0.04,1.82
2025-04-14T21:36:54.294Z,0.56,1.75
2025-04-14T21:36:55.289Z,1.33,0.1
2025-04-14T21:36:56.290Z,2.92,0.7
2025-04-14T21:36:57.291Z,2.7,1.53
2025-04-14T21:36:58.292Z,3.53,1.28
2025-04-14T21:36:59.292Z,1.28,0.73
2025-04-14T21:37:00.293Z,0.82,1.71
2025-04-14T21:37:01.294Z,3,0.05
2025-04-14T21:37:02.294Z,4.55,0.21
2025-04-14T21:37:03.295Z,3.84,1.34
2025-04-14T21:37:04.295Z,3.47,1.28
2025-04-14T21:37:05.296Z,4.88,1.85
2025-04-14T21:37:06.297Z,3.08,1.58
2025-04-14T21:37:07.299Z,2.74,1.23
2025-04-14T21:37:08.364Z,2.61,0.72
2025-04-14T21:37:09.299Z,4.24,1.35
2025-04-14T21:37:10.301Z,3.89,0.56
2025-04-14T21:37:11.304Z,3.44,1.98
2025-04-14T21:37:12.301Z,2.47,0.95
2025-04-14T21:37:13.305Z,4.67,1.83
2025-04-14T21:37:14.303Z,0.76,1.43
2025-04-14T21:37:15.306Z,3.36,1.37
2025-04-14T21:37:16.305Z,1.46,1.62
2025-04-14T21:37:17.306Z,2.57,1.42
2025-04-14T21:37:18.306Z,0.96,1.03
2025-04-14T21:37:19.307Z,3.81,0.81
2025-04-14T21:37:20.307Z,2.94,1.88
2025-04-14T21:37:21.308Z,3.04,0.55
2025-04-14T21:37:22.309Z,1.87,1.83
2025-04-14T21:37:23.310Z,2.17,1.65
2025-04-14T21:37:24.311Z,2.93,0.56
2025-04-14T21:37:25.312Z,4.38,0.51
2025-04-14T21:37:26.311Z,4.87,1.9
2025-04-14T21:37:27.313Z,1.8,0.32
2025-04-14T21:37:28.314Z,0.26,0.29
2025-04-14T21:37:29.314Z,2.07,0.14
2025-04-14T21:37:30.316Z,1.17,1.25
2025-04-14T21:37:31.315Z,1.38,1.26
2025-04-14T21:37:32.315Z,0.45,1.57
2025-04-14T21:37:33.316Z,1.25,1.07
2025-04-14T21:37:34.317Z,3.79,1.51
2025-04-14T21:37:35.318Z,1.41,1.59
2025-04-14T21:37:36.318Z,4.81,0.65
2025-04-14T21:37:37.319Z,3.25,0.94
2025-04-14T21:37:38.319Z,3.93,0.64
2025-04-14T21:37:39.321Z,0.63,0.29
2025-04-14T21:37:40.321Z,0.01,0.72
2025-04-14T21:37:41.322Z,4.4,0.53
2025-04-14T21:37:42.322Z,3.29,0.32
2025-04-14T21:37:43.323Z,2.8,1.59
2025-04-14T21:37:44.324Z,4.74,0.4
2025-04-14T21:37:45.325Z,2.76,1.89
2025-04-14T21:37:46.325Z,2.04,0.18
2025-04-14T21:37:47.327Z,4.68,0.86
2025-04-14T21:37:48.328Z,2.66,0.62
2025-04-14T21:37:49.328Z,3.74,0.98
2025-04-14T21:37:50.329Z,3.21,0.27
2025-04-14T21:37:51.329Z,4.15,0.27
2025-04-14T21:37:52.330Z,3.41,0.09
2025-04-14T21:37:53.331Z,1.58,1.35
2025-04-14T21:37:54.332Z,2.65,1.61
2025-04-14T21:37:55.339Z,2.61,0.32
2025-04-14T21:37:56.341Z,2.72,0.19
2025-04-14T21:37:57.341Z,1.94,0.03
2025-04-14T21:37:58.341Z,2.54,1.31
2025-04-14T21:37:59.341Z,0.16,1.04
2025-04-14T21:38:00.342Z,1.83,0.74
2025-04-14T21:38:01.342Z,1.13,0.11
2025-04-14T21:38:02.343Z,0.44,1.08
2025-04-14T21:38:03.344Z,2.59,0.05
2025-04-14T21:38:04.344Z,1.72,1.92
2025-04-14T21:38:05.345Z,1.72,0.15
2025-04-14T21:38:06.347Z,2.29,1.13
2025-04-14T21:38:07.347Z,1.43,0.8
2025-04-14T21:38:08.347Z,0.09,1.05
2025-04-14T21:38:09.348Z,1.84,0.49
2025-04-14T21:38:10.349Z,0.11,0.09
2025-04-14T21:38:11.349Z,3.83,0.48
2025-04-14T21:38:12.350Z,2.85,1.07
2025-04-14T21:38:13.350Z,2.6,1.8
2025-04-14T21:38:14.351Z,4.89,0.63
2025-04-14T21:38:15.352Z,2.33,1.66
2025-04-14T21:38:16.353Z,0.85,0
2025-04-14T21:38:17.354Z,0.85,0.42
2025-04-14T21:38:18.356Z,1.74,1.91
2025-04-14T21:38:19.356Z,1.63,0.93
2025-04-14T21:38:20.356Z,3.03,1.98
2025-04-14T21:38:21.356Z,3.63,1.61
2025-04-14T21:38:22.357Z,4.91,1.77
2025-04-14T21:38:23.357Z,0.89,1.97
2025-04-14T21:38:24.358Z,3.29,1.12
2025-04-14T21:38:25.359Z,0.69,0.6
2025-04-14T21:38:26.360Z,0.31,0.65
2025-04-14T21:38:27.360Z,2.11,1.13
2025-04-14T21:38:28.361Z,0.96,0.5
2025-04-14T21:38:29.362Z,3.04,1.23
2025-04-14T21:38:30.363Z,3.88,1.22
2025-04-14T21:38:31.363Z,3.2,0.16
2025-04-14T21:38:32.364Z,3.65,1.77
2025-04-14T21:38:33.365Z,3.72,0.12
2025-04-14T21:38:34.365Z,3.8,0.76
2025-04-14T21:38:35.366Z,4,0.41
2025-04-14T21:38:36.367Z,1.18,0.75
2025-04-14T21:38:37.368Z,4.19,1.43
2025-04-14T21:38:38.368Z,2.63,1.81
2025-04-14T21:38:39.369Z,0.58,1.82
2025-04-14T21:38:40.369Z,4.67,1.52
2025-04-14T21:38:41.373Z,0.51,0.61
2025-04-14T21:38:42.373Z,3.95,0.17
2025-04-14T21:38:43.373Z,4.29,0.27
2025-04-14T21:38:44.375Z,4.91,0.86
2025-04-14T21:38:45.373Z,4.6,0.56
2025-04-14T21:38:46.374Z,4.92,0.01
2025-04-14T21:38:47.376Z,2.39,0.11
2025-04-14T21:38:48.376Z,3.84,1.7
2025-04-14T21:38:49.378Z,0.13,0.7
2025-04-14T21:38:50.377Z,3.08,1.85
2025-04-14T21:38:51.378Z,1.2,1.57
2025-04-14T21:38:52.378Z,2.45,0.97
2025-04-14T21:38:53.379Z,3.79,1.99
2025-04-14T21:38:54.380Z,2.02,1.83
2025-04-14T21:38:55.378Z,1.67,0.19
2025-04-14T21:38:56.380Z,4.69,1.37
2025-04-14T21:38:57.416Z,3.29,1.99
2025-04-14T21:38:58.380Z,1.18,0.18
2025-04-14T21:38:59.382Z,3.05,0.15
2025-04-14T21:39:00.382Z,3.37,1.15
2025-04-14T21:39:06.552Z,3.07,0.49
2025-04-14T21:39:07.551Z,0.73,0.58
2025-04-14T21:39:08.552Z,4.3,0.72
2025-04-14T21:39:09.554Z,0.44,0.78
2025-04-14T21:39:10.555Z,4.23,1.09
2025-04-14T21:39:11.555Z,4.4,1.65
2025-04-14T21:39:12.558Z,4.92,0.42
2025-04-14T21:39:13.557Z,4.87,1.03
2025-04-14T21:39:14.558Z,3.27,1.29
2025-04-14T21:39:15.557Z,3.4,0.12
2025-04-14T21:39:16.558Z,3.03,1.69
2025-04-14T21:39:17.559Z,2.09,1.57
2025-04-14T21:39:18.560Z,0.6,1.33
2025-04-14T21:39:19.562Z,0.99,0.78
2025-04-14T21:39:20.562Z,3.16,1.35
2025-04-14T21:39:21.561Z,0.97,0.26
2025-04-14T21:39:22.562Z,0.12,0.67
2025-04-14T21:39:23.563Z,3.1,0.33
2025-04-14T21:39:24.563Z,4.79,1.49
2025-04-14T21:39:25.564Z,0.79,0.21
2025-04-14T21:39:26.565Z,4.67,0.72
2025-04-14T21:39:27.565Z,3.93,1.36
2025-04-14T21:39:28.566Z,4.85,1.45
2025-04-14T21:39:29.568Z,2.28,0.91
2025-04-14T21:39:30.568Z,1.94,1.57
2025-04-14T21:39:31.568Z,0.01,1.53
2025-04-14T21:39:32.569Z,2.08,1.44
2025-04-14T21:39:33.569Z,1.68,0.9
2025-04-14T21:39:34.571Z,1.24,1.96
2025-04-14T21:39:35.571Z,0.3,1.03
2025-04-14T21:39:36.572Z,2.22,0.66
2025-04-14T21:39:37.573Z,0.49,0.24
2025-04-14T21:39:38.573Z,3.01,0.53
2025-04-14T21:39:39.574Z,4.77,0.08
2025-04-14T21:39:40.576Z,2.28,1.33
2025-04-14T21:39:41.576Z,2.98,1.81
2025-04-14T21:39:42.577Z,1.35,0.13
2025-04-14T21:39:43.577Z,3.65,0.14
2025-04-14T21:39:44.577Z,0.63,1.36
2025-04-14T21:39:45.579Z,4.25,0.69
2025-04-14T21:39:46.580Z,1.15,0.94
2025-04-14T21:39:47.580Z,1.29,1.01
2025-04-14T21:39:48.581Z,0.17,1.95
2025-04-14T21:39:49.584Z,1.05,0.04
2025-04-14T21:39:50.582Z,4.51,0.98
2025-04-14T21:39:51.583Z,1.88,1.23
2025-04-14T21:39:52.583Z,0.05,0.82
2025-04-14T21:39:53.584Z,2.52,1.66
2025-04-14T21:39:54.585Z,2.16,1.37
2025-04-14T21:39:55.585Z,4.38,1.44
2025-04-14T21:39:56.586Z,0.01,0.97
2025-04-14T21:39:57.586Z,3.71,0.28
2025-04-14T21:39:58.587Z,1.37,1.58
2025-04-14T21:39:59.588Z,1.77,1.97
2025-04-14T21:40:00.589Z,2.94,1.04
2025-04-14T21:40:01.589Z,1.09,0.31
2025-04-14T21:40:02.591Z,2.45,1.75
2025-04-14T21:40:03.591Z,1.35,0.98
2025-04-14T21:40:04.592Z,1.42,1.99
2025-04-14T21:40:05.590Z,4.68,0.12
2025-04-14T21:40:06.591Z,2.6,1.57
2025-04-14T21:40:07.592Z,0.94,0.08
2025-04-14T21:40:08.593Z,3.95,1.68
2025-04-14T21:40:09.593Z,1.13,1.3
2025-04-14T21:40:10.594Z,0.06,1.62
2025-04-14T21:40:11.596Z,4.42,1.65
2025-04-14T21:40:12.596Z,0.82,0.52
2025-04-14T21:40:13.596Z,2.67,0.21
2025-04-14T21:40:14.597Z,1.95,1.12
2025-04-14T21:40:15.597Z,1.71,1.01
2025-04-14T21:40:16.599Z,0.9,0.31
2025-04-14T21:40:17.599Z,2.38,0.57
2025-04-14T21:40:18.600Z,1.16,1.9
2025-04-14T21:40:19.600Z,1.4,0.79
2025-04-14T21:40:20.601Z,3.35,0.06
2025-04-14T21:40:21.603Z,4.72,0.98
2025-04-14T21:40:22.603Z,0.95,1.19
2025-04-14T21:40:23.602Z,4.54,0.23
2025-04-14T21:40:24.604Z,2.89,1.6
2025-04-14T21:40:25.605Z,4.05,1.26
2025-04-14T21:40:26.607Z,1.23,1.06
2025-04-14T21:40:27.607Z,3.13,1.7
2025-04-14T21:40:28.606Z,2.38,0.94
2025-04-14T21:40:29.607Z,2.2,0.44
2025-04-14T21:40:30.608Z,3.66,1.34
2025-04-14T21:40:31.609Z,2.26,1.94
2025-04-14T21:40:32.610Z,3.63,1.38
2025-04-14T21:40:33.610Z,3.44,1.9
2025-04-14T21:40:34.610Z,0.5,1.59
2025-04-14T21:40:35.612Z,1.23,1.47
2025-04-14T21:40:36.613Z,3.85,0.17
2025-04-14T21:40:37.613Z,2.72,1.39
2025-04-14T21:40:38.614Z,2.47,1.85
2025-04-14T21:40:39.614Z,4.96,0.85
2025-04-14T21:40:40.616Z,1.23,0.2
2025-04-14T21:40:41.617Z,1.44,1.68
2025-04-14T21:40:42.617Z,2.35,1.15
2025-04-14T21:40:43.617Z,1.25,1.34
2025-04-14T21:40:44.619Z,0.42,0.11
2025-04-14T21:40:45.619Z,1.79,1.52
2025-04-14T21:40:46.619Z,2.44,0.95
2025-04-14T21:40:47.620Z,3.18,1.96
2025-04-14T21:40:48.620Z,1.92,0.15
2025-04-14T21:40:49.622Z,4.91,0.33
2025-04-14T21:40:50.622Z,1.69,1.97
2025-04-14T21:40:51.623Z,0.53,1.47
2025-04-14T21:40:52.624Z,3.25,0.1
2025-04-14T21:40:53.624Z,1.62,0.11
2025-04-14T21:40:54.626Z,3.08,1.77
2025-04-14T21:40:55.626Z,2.61,0.25
2025-04-14T21:40:56.626Z,3.35,0.68
2025-04-14T21:40:57.628Z,4.95,1.76
2025-04-14T21:40:58.628Z,2.67,0.39
2025-04-14T21:40:59.629Z,3.74,1.31
2025-04-14T21:41:00.629Z,0.56,1.01
2025-04-14T21:41:01.630Z,3.72,1.6
2025-04-14T21:41:02.631Z,0.94,1.84
2025-04-14T21:41:03.632Z,2.55,1.89
2025-04-14T21:41:04.632Z,4.07,0.15
2025-04-14T21:41:05.634Z,1.93,1.69
2025-04-14T21:41:06.634Z,1.8,0.55
2025-04-14T21:41:07.635Z,3.55,1.06
2025-04-14T21:41:08.637Z,4.63,1.02
2025-04-14T21:41:09.637Z,1.76,1.08
2025-04-14T21:41:10.637Z,2.49,1.31
2025-04-14T21:41:11.637Z,3.44,0.38
2025-04-14T21:41:12.638Z,3.08,1.97
2025-04-14T21:41:13.639Z,1.51,0.49
2025-04-14T21:41:14.640Z,2.03,1.31
2025-04-14T21:41:15.641Z,0.31,0.14
2025-04-14T21:41:16.641Z,4.19,1.75
2025-04-14T21:41:17.642Z,0.09,1.8
2025-04-14T21:41:18.643Z,4.29,0.23
2025-04-14T21:41:19.644Z,0.54,0.6
2025-04-14T21:41:20.645Z,2.37,1.45
2025-04-14T21:41:21.645Z,3.17,1.25
2025-04-14T21:41:22.654Z,2,0.56
2025-04-14T21:41:23.646Z,0.64,1.97
2025-04-14T21:41:24.649Z,1.48,1.04
2025-04-14T21:41:25.649Z,0.5,1.5
2025-04-14T21:42:24.556Z,3.07,0.49
2025-04-14T21:42:25.555Z,0.73,0.58
2025-04-14T21:42:26.556Z,4.3,0.72
2025-04-14T21:42:27.557Z,0.44,0.78
2025-04-14T21:42:28.557Z,4.23,1.09
2025-04-14T21:42:29.557Z,4.4,1.65
2025-04-14T21:42:30.557Z,4.92,0.42
2025-04-14T21:42:31.558Z,4.87,1.03
2025-04-14T21:42:32.559Z,3.27,1.29
2025-04-14T21:42:33.560Z,3.4,0.12
2025-04-14T21:42:34.560Z,3.03,1.69
2025-04-14T21:42:35.561Z,2.09,1.57
2025-04-14T21:42:36.563Z,0.6,1.33
2025-04-14T21:42:37.562Z,0.99,0.78
2025-04-14T21:42:38.564Z,3.16,1.35
2025-04-14T21:42:39.564Z,0.97,0.26
2025-04-14T21:42:40.565Z,0.12,0.67
2025-04-14T21:42:41.565Z,3.1,0.33
2025-04-14T21:42:42.566Z,4.79,1.49
2025-04-14T21:42:43.567Z,0.79,0.21
2025-04-14T21:42:44.568Z,4.67,0.72
2025-04-14T21:42:45.568Z,3.93,1.36
2025-04-14T21:42:46.571Z,4.85,1.45
2025-04-14T21:42:47.572Z,2.28,0.91
2025-04-14T21:42:48.571Z,1.94,1.57
2025-04-14T21:42:49.572Z,0.01,1.53
2025-04-14T21:42:50.574Z,2.08,1.44
2025-04-14T21:42:51.577Z,1.68,0.9
2025-04-14T21:42:52.573Z,1.24,1.96
2025-04-14T21:42:53.576Z,0.3,1.03
2025-04-14T21:42:54.575Z,2.22,0.66
2025-04-14T21:42:55.577Z,0.49,0.24
2025-04-14T21:42:56.577Z,3.01,0.53
2025-04-14T21:42:57.577Z,4.77,0.08
2025-04-14T21:42:58.578Z,2.28,1.33
2025-04-14T21:42:59.579Z,2.98,1.81
2025-04-14T21:43:00.580Z,1.35,0.13
2025-04-14T21:43:01.580Z,3.65,0.14
2025-04-14T21:43:02.581Z,0.63,1.36
2025-04-14T21:43:03.581Z,4.25,0.69
2025-04-14T21:43:04.582Z,1.15,0.94
2025-04-14T21:43:05.583Z,1.29,1.01
2025-04-14T21:43:06.584Z,0.17,1.95
2025-04-14T21:43:07.584Z,1.05,0.04
2025-04-14T21:43:08.586Z,4.51,0.98
2025-04-14T21:43:09.586Z,1.88,1.23
2025-04-14T21:43:10.587Z,0.05,0.82
2025-04-14T21:43:11.603Z,2.52,1.66
2025-04-14T21:43:12.593Z,2.16,1.37
2025-04-14T21:43:13.590Z,4.38,1.44
2025-04-14T21:43:14.694Z,0.01,0.97
2025-04-14T21:43:15.598Z,3.71,0.28
2025-04-14T21:43:16.590Z,1.37,1.58
2025-04-14T21:43:17.590Z,1.77,1.97
2025-04-14T21:43:18.591Z,2.94,1.04
2025-04-14T21:43:19.592Z,1.09,0.31
2025-04-14T21:43:20.593Z,2.45,1.75
2025-04-14T21:43:21.594Z,1.35,0.98
2025-04-14T21:43:22.595Z,1.42,1.99
2025-04-14T21:43:23.595Z,4.68,0.12
2025-04-14T21:43:24.599Z,2.6,1.57
2025-04-14T21:43:25.599Z,0.94,0.08
2025-04-14T21:43:26.600Z,3.95,1.68
2025-04-14T21:43:27.602Z,1.13,1.3
2025-04-14T21:43:28.602Z,0.06,1.62
2025-04-14T21:43:29.603Z,4.42,1.65
2025-04-14T21:43:30.603Z,0.82,0.52
2025-04-14T21:43:31.604Z,2.67,0.21
2025-04-14T21:43:32.605Z,1.95,1.12
2025-04-14T21:43:33.605Z,1.71,1.01
2025-04-14T21:43:34.607Z,0.9,0.31
2025-04-14T21:43:35.607Z,2.38,0.57
2025-04-14T21:43:36.607Z,1.16,1.9
2025-04-14T21:43:37.608Z,1.4,0.79
2025-04-14T21:43:38.609Z,3.35,0.06
2025-04-14T21:43:39.610Z,4.72,0.98
2025-04-14T21:43:40.611Z,0.95,1.19
2025-04-14T21:43:41.611Z,4.54,0.23
2025-04-14T21:43:42.611Z,2.89,1.6
2025-04-14T21:43:43.612Z,4.05,1.26
2025-04-14T21:43:44.612Z,1.23,1.06
2025-04-14T21:43:45.613Z,3.13,1.7
2025-04-14T21:43:46.614Z,2.38,0.94
2025-04-14T21:43:47.616Z,2.2,0.44
2025-04-14T21:43:48.616Z,3.66,1.34
2025-04-14T21:43:49.616Z,2.26,1.94
2025-04-14T21:43:50.616Z,3.63,1.38
2025-04-14T21:43:51.618Z,3.44,1.9
2025-04-14T21:43:52.618Z,0.5,1.59
2025-04-14T21:43:53.620Z,1.23,1.47
2025-04-14T21:43:54.619Z,3.85,0.17
2025-04-14T21:43:55.621Z,2.72,1.39
2025-04-14T21:43:56.625Z,2.47,1.85
2025-04-14T21:43:57.624Z,4.96,0.85
2025-04-14T21:43:58.625Z,1.23,0.2
2025-04-14T21:43:59.623Z,1.44,1.68
2025-04-14T21:44:00.624Z,2.35,1.15
2025-04-14T21:44:01.625Z,1.25,1.34
2025-04-14T21:44:02.627Z,0.42,0.11
2025-04-14T21:44:03.626Z,1.79,1.52
2025-04-14T21:44:04.627Z,2.44,0.95
2025-04-14T21:44:05.628Z,3.18,1.96
2025-04-14T21:44:06.628Z,1.92,0.15
2025-04-14T21:44:07.630Z,4.91,0.33
2025-04-14T21:44:08.629Z,1.69,1.97
2025-04-14T21:44:09.631Z,0.53,1.47
2025-04-14T21:44:10.632Z,3.25,0.1
2025-04-14T21:44:11.633Z,1.62,0.11
2025-04-14T21:44:12.632Z,3.08,1.77
2025-04-14T21:44:13.634Z,2.61,0.25
2025-04-14T21:44:14.634Z,3.35,0.68
2025-04-14T21:44:15.635Z,4.95,1.76
2025-04-14T21:44:16.640Z,2.67,0.39
2025-04-14T21:44:17.636Z,3.74,1.31
2025-04-14T21:44:18.637Z,0.56,1.01
2025-04-14T21:44:19.640Z,3.72,1.6
2025-04-14T21:44:20.640Z,0.94,1.84
2025-04-14T21:44:21.640Z,2.55,1.89
2025-04-15T09:27:26.132Z,3.07,0.49
2025-04-15T09:27:36.131Z,0.73,0.58
2025-04-15T09:27:46.127Z,4.3,0.72
2025-04-15T09:27:56.125Z,0.44,0.78
2025-04-15T09:28:06.123Z,4.23,1.09
2025-04-15T09:28:16.122Z,4.4,1.65
2025-04-15T09:28:26.120Z,4.92,0.42
2025-04-15T09:28:36.122Z,4.87,1.03
2025-04-15T09:28:46.117Z,3.27,1.29
2025-04-15T09:28:56.116Z,3.4,0.12
2025-04-15T09:29:06.112Z,3.03,1.69
2025-04-15T09:29:16.111Z,2.09,1.57
2025-04-15T09:29:26.109Z,0.6,1.33
2025-04-15T09:29:36.107Z,0.99,0.78
2025-04-15T09:29:46.105Z,3.16,1.35
2025-04-15T09:29:56.104Z,0.97,0.26
2025-04-15T09:30:06.103Z,0.12,0.67
2025-04-15T09:30:16.101Z,3.1,0.33
2025-04-15T09:30:26.100Z,4.79,1.49
2025-04-15T09:30:36.098Z,0.79,0.21
2025-04-15T09:30:46.095Z,4.67,0.72
2025-04-15T09:30:56.096Z,3.93,1.36
2025-04-15T09:31:06.093Z,4.85,1.45
2025-04-15T09:31:16.091Z,2.28,0.91
2025-04-15T09:31:26.089Z,1.94,1.57
2025-04-15T09:31:36.088Z,0.01,1.53
2025-04-15T09:31:46.086Z,2.08,1.44
2025-04-15T09:31:56.085Z,1.68,0.9
2025-04-15T09:32:06.080Z,1.24,1.96
2025-04-15T09:32:16.078Z,0.3,1.03
2025-04-15T09:32:26.077Z,2.22,0.66
2025-04-15T09:32:36.075Z,0.49,0.24
2025-04-15T10:10:43.524Z,3.07,0.49
2025-04-15T10:10:53.521Z,0.73,0.58
2025-04-15T10:11:03.520Z,4.3,0.72
2025-04-15T10:11:13.519Z,0.44,0.78
2025-04-15T10:11:23.517Z,4.23,1.09
2025-04-15T10:11:33.516Z,4.4,1.65
2025-04-15T10:11:43.514Z,4.92,0.42
2025-04-15T10:11:53.512Z,4.87,1.03
2025-04-15T10:12:03.511Z,3.27,1.29
2025-04-18T11:16:05.241Z,0,0.206
2025-04-18T11:16:07.287Z,0,0.209
2025-04-18T11:16:09.334Z,0,0.222
2025-04-18T11:16:11.384Z,0,0.207
2025-04-18T11:16:13.432Z,0,0.223
2025-04-18T11:16:15.481Z,0,0.222
2025-04-18T11:16:17.526Z,0,0.233
2025-04-18T11:16:19.573Z,0,0.231
2025-04-18T11:16:21.621Z,0,0.217
2025-04-18T11:16:23.670Z,0,0.231
2025-04-18T11:16:25.720Z,0,0.233
2025-04-18T11:16:27.765Z,0,0.226
2025-04-18T11:16:29.814Z,0,0.227
2025-04-18T11:16:31.863Z,0,0.229
2025-04-18T11:16:33.910Z,0,0.227
2025-04-18T11:16:35.958Z,0,0.229
2025-04-18T11:16:38.005Z,0,0.227
2025-04-18T11:16:40.053Z,0,0.212
2025-04-18T11:16:42.101Z,0,0.233
2025-04-18T11:16:44.150Z,0,0.22
2025-04-18T11:16:46.209Z,0,0.222
2025-04-18T11:16:48.249Z,0,0.226
2025-04-18T11:16:50.293Z,0,0.245
2025-04-18T11:16:52.341Z,0,0.236
2025-04-18T11:16:54.391Z,0,0.234
2025-04-18T11:16:56.437Z,0,0.234
2025-04-18T11:16:58.493Z,0,0.233
2025-04-18T11:17:00.533Z,0,0.23
2025-04-18T11:17:02.596Z,0,0.231
2025-04-18T11:17:04.630Z,0,0.23
2025-04-18T11:17:06.679Z,0,0.234
2025-04-18T11:17:08.726Z,0,0.231
2025-04-18T11:17:10.774Z,0,0.232
2025-04-18T11:17:12.823Z,0,0.228
2025-04-18T11:17:14.872Z,0,0.231
2025-04-18T11:17:16.918Z,0,0.233
2025-04-18T11:17:18.966Z,0,0.232
2025-04-18T11:17:21.015Z,0,0.229
2025-04-18T11:17:23.062Z,0,0.231
2025-04-18T11:17:25.110Z,0,0.231
2025-04-18T11:17:27.158Z,0,0.233
2025-04-18T11:17:29.206Z,0,0.235
2025-04-18T11:17:31.254Z,0,0.23
2025-04-18T11:17:33.302Z,0,0.23
2025-04-18T11:17:35.350Z,0,0.231
2025-04-18T11:17:37.398Z,0,0.233
2025-04-18T11:17:39.446Z,0,0.236
2025-04-18T11:17:41.494Z,0,0.232
2025-04-18T11:17:43.542Z,0,0.23
2025-04-18T11:17:45.592Z,0,0.23
2025-04-18T11:17:47.638Z,0,0.231
2025-04-18T11:17:49.685Z,0,0.231
2025-04-18T11:17:51.734Z,0,0.232
2025-04-18T11:17:53.782Z,0,0.232
2025-04-18T11:17:55.829Z,0,0.235
2025-04-18T11:17:57.877Z,0,0.226
2025-04-18T11:17:59.926Z,0,0.229
2025-04-18T11:18:01.973Z,0,0.228
